26.000		200		200		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
27.000		208		208		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
28.000		219		219		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
29.000		222		222		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
30.000		228		228		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
31.000		234		234		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
32.000		248		248		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
33.000		260		260		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
34.000		267		267		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
35.000		273		273		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
36.000		285		285		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
37.000		296		296		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
38.000		300		300		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
39.000		307		307		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
40.000		314		314		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
41.000		320		320		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
42.000		326		326		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
43.000		333		333		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
44.000		339		339		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
45.000		346		346		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
46.000		351		351		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
47.000		356		356		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
48.000		359		359		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
49.000		366		366		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
50.000		374		374		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
51.000		383		383		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
52.000		389		389		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
53.000		396		396		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
54.000		403		403		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
55.000		413		413		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
56.000		418		418		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
57.000		422		422		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
58.000		431		431		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
59.000		436		436		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
60.000		443		443		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
61.000		450		450		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
62.000		455		455		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
63.000		459		459		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
64.000		466		466		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
65.000		472		472		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
66.000		478		478		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
67.000		487		487		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
68.000		494		494		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
69.000		501		501		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
70.000		514		514		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
71.000		518		518		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
72.000		522		522		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
73.000		527		527		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
74.000		529		529		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
75.000		536		536		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
76.000		545		545		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
77.000		557		557		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
78.000		561		561		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
79.000		569		569		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
80.000		576		576		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
81.000		584		584		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
82.000		590		590		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
83.000		595		595		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
84.000		602		602		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
85.000		617		617		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
86.000		629		629		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
87.000		635		635		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
88.000		645		645		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
89.000		654		654		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
90.000		660		660		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
91.000		669		669		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
92.000		680		680		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
93.000		686		686		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
94.000		692		692		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
95.000		698		698		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
96.000		704		704		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
97.000		716		716		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
98.000		721		721		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
99.000		723		723		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
100.000		730		730		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
101.000		737		737		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
102.000		743		743		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
103.000		754		754		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
104.000		765		765		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
105.000		775		775		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
106.000		782		782		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
107.000		795		795		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
108.000		801		801		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
109.000		806		806		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
110.000		818		818		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
111.000		825		825		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
112.000		830		830		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
113.000		838		838		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
114.000		842		842		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
115.000		852		852		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
116.000		858		858		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
117.000		864		864		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
118.000		869		869		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
119.000		880		880		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
120.000		884		884		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
121.000		889		889		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
122.000		896		896		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
123.000		905		905		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
124.000		916		916		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
125.000		922		922		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
126.000		929		929		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
127.000		936		936		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
128.000		947		947		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
129.000		952		952		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
130.000		962		962		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
131.000		970		970		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
132.000		973		973		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
133.000		976		976		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
134.000		986		986		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
135.000		989		989		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
136.000		994		994		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
137.000		1003		1003		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
138.000		1013		1013		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
139.000		1028		1028		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
140.000		1042		1042		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
141.000		1049		1049		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
142.000		1059		1059		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
143.000		1068		1068		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
144.000		1068		1068		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
145.000		1074		1074		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
146.000		1079		1079		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		
